chatgpt_temp_0_0,Base,0.7317073170731707
chatgpt_temp_0_0,Base + Extra,0.6341463414634146
chatgpt_temp_0_0,PropertyEval,0.6036585365853658
chatgpt_temp_0_8,Base,0.6939024390243903,0.886286656168262,0.9397098686084713
chatgpt_temp_0_8,Base + Extra,0.6246646341463414,0.8191825337254691,0.9067359333662424
chatgpt_temp_0_8,PropertyEval,0.5844207317073171,0.7926273483697817,0.8759342227375865
codegen_16b_temp_0_0,Base,0.32926829268292684
codegen_16b_temp_0_0,Base + Extra,0.2682926829268293
codegen_16b_temp_0_0,PropertyEval,0.24390243902439024
codegen_16b_temp_0_2,Base,0.32167682926829266,0.47925658524663295,0.6332515860851005
codegen_16b_temp_0_2,Base + Extra,0.2696341463414635,0.40304404158720697,0.5558250629210418
codegen_16b_temp_0_2,PropertyEval,0.2553048780487805,0.3914593724921816,0.5452095154066203
codegen_16b_temp_0_4,Base,0.3070426829268293,0.5418539794689412,0.7484750056748218
codegen_16b_temp_0_4,Base + Extra,0.25878048780487806,0.4684927286710685,0.6785749219973927
codegen_16b_temp_0_4,PropertyEval,0.24743902439024398,0.458803619423488,0.6614521110675954
codegen_16b_temp_0_6,Base,0.27771341463414634,0.5579937913101685,0.810789608725638
codegen_16b_temp_0_6,Base + Extra,0.23298780487804874,0.4840911395133365,0.7163388424129942
codegen_16b_temp_0_6,PropertyEval,0.22390243902439025,0.4736373738775247,0.7152013771843371
codegen_16b_temp_0_8,Base,0.23246951219512196,0.5308763528755898,0.8179682291406021
codegen_16b_temp_0_8,Base + Extra,0.1925609756097561,0.45504670964723876,0.7200921336182282
codegen_16b_temp_0_8,PropertyEval,0.18695121951219512,0.4459334084068244,0.7122693882158975
codegen2_16b_temp_0_0,Base,0.1951219512195122
codegen2_16b_temp_0_0,Base + Extra,0.16463414634146342
codegen2_16b_temp_0_0,PropertyEval,0.15853658536585366
codegen2_1b_temp_0_0,Base,0.10975609756097561
codegen2_1b_temp_0_0,Base + Extra,0.09146341463414634
codegen2_1b_temp_0_0,PropertyEval,0.09146341463414634
codegen2_1b_temp_0_2,Base,0.10198170731707318,0.1333203857549203,0.15321920582780713
codegen2_1b_temp_0_2,Base + Extra,0.08664634146341466,0.12061482533334908,0.13492767717120013
codegen2_1b_temp_0_2,PropertyEval,0.08823170731707318,0.12273629745313251,0.13796658993064942
codegen2_1b_temp_0_4,Base,0.09576219512195121,0.14415618929472213,0.19707432816915982
codegen2_1b_temp_0_4,Base + Extra,0.0799390243902439,0.1318157590274999,0.17132321241536094
codegen2_1b_temp_0_4,PropertyEval,0.08192073170731706,0.13009191649100638,0.1698157923446381
codegen2_1b_temp_0_6,Base,0.08344512195121952,0.15047811106771694,0.2434637176211163
codegen2_1b_temp_0_6,Base + Extra,0.06850609756097562,0.13715582154138264,0.21496123770903564
codegen2_1b_temp_0_6,PropertyEval,0.07109756097560976,0.13510184143603474,0.21039584492452143
codegen2_1b_temp_0_8,Base,0.06792682926829269,0.14448503173328955,0.24403727402765926
codegen2_1b_temp_0_8,Base + Extra,0.05612804878048781,0.1287423933201593,0.2090725285210444
codegen2_1b_temp_0_8,PropertyEval,0.057682926829268295,0.12573340262733956,0.19922025877522767
codegen2_3b_temp_0_0,Base,0.15853658536585366
codegen2_3b_temp_0_0,Base + Extra,0.12804878048780488
codegen2_3b_temp_0_0,PropertyEval,0.13414634146341464
codegen2_3b_temp_0_2,Base,0.15213414634146344,0.2113224640834067,0.26692539806191573
codegen2_3b_temp_0_2,Base + Extra,0.1285975609756098,0.18084085902754415,0.22463280669016977
codegen2_3b_temp_0_2,PropertyEval,0.12939024390243903,0.18458722996328106,0.23377904256175913
codegen2_3b_temp_0_4,Base,0.14359756097560977,0.23925298009086152,0.3331556406427196
codegen2_3b_temp_0_4,Base + Extra,0.12292682926829268,0.212455349374522,0.2950559927365617
codegen2_3b_temp_0_4,PropertyEval,0.12289634146341465,0.21133130432802336,0.29292283832479593
codegen2_3b_temp_0_6,Base,0.12496951219512195,0.24094008027614652,0.3724104082234322
codegen2_3b_temp_0_6,Base + Extra,0.10710365853658538,0.21287092548002562,0.3178394500851279
codegen2_3b_temp_0_6,PropertyEval,0.10780487804878051,0.21219031940653874,0.3221050021778091
codegen2_3b_temp_0_8,Base,0.0971036585365854,0.22377549346749256,0.3812113977958528
codegen2_3b_temp_0_8,Base + Extra,0.08368902439024392,0.20103217673267354,0.34699951640936955
codegen2_3b_temp_0_8,PropertyEval,0.08396341463414636,0.19870797587642638,0.33957977970619985
codegen2_7b_temp_0_0,Base,0.18292682926829268
codegen2_7b_temp_0_0,Base + Extra,0.16463414634146342
codegen2_7b_temp_0_0,PropertyEval,0.16463414634146342
codegen2_7b_temp_0_2,Base,0.17935975609756097,0.24457519118329005,0.30629698590112664
codegen2_7b_temp_0_2,Base + Extra,0.15929878048780488,0.21624415615901166,0.2681652968269193
codegen2_7b_temp_0_2,PropertyEval,0.15560975609756098,0.20378217733217188,0.25005366116769534
codegen2_7b_temp_0_4,Base,0.16832317073170733,0.2981949579872966,0.4310221877827216
codegen2_7b_temp_0_4,Base + Extra,0.1472560975609756,0.26426146879272805,0.38710118378435343
codegen2_7b_temp_0_4,PropertyEval,0.1442378048780488,0.2517302549835056,0.3665126943533281
codegen2_7b_temp_0_6,Base,0.14643292682926828,0.30850838891372223,0.47462198955763557
codegen2_7b_temp_0_6,Base + Extra,0.12615853658536583,0.2668114627221984,0.4271273624469881
codegen2_7b_temp_0_6,PropertyEval,0.12557926829268293,0.2609413002790326,0.41774733198928193
codegen2_7b_temp_0_8,Base,0.12097560975609756,0.30122705808558403,0.5087094156692366
codegen2_7b_temp_0_8,Base + Extra,0.10280487804878048,0.2606281371716354,0.45992722303298816
codegen2_7b_temp_0_8,PropertyEval,0.10259146341463414,0.25258113058483533,0.42988445541302045
codegen_2b_temp_0_0,Base,0.24390243902439024
codegen_2b_temp_0_0,Base + Extra,0.21341463414634146
codegen_2b_temp_0_0,PropertyEval,0.21341463414634146
codegen_2b_temp_0_2,Base,0.18378048780487807,0.39505133946766896,0.6323527569010247
codegen_2b_temp_0_2,Base + Extra,0.1529878048780488,0.3511036565634375,0.5675433477107096
codegen_2b_temp_0_2,PropertyEval,0.15564024390243905,0.34404244187918626,0.5534303063666864
codegen_2b_temp_0_4,Base,0.17966463414634143,0.38514194480779157,0.6138412225452582
codegen_2b_temp_0_4,Base + Extra,0.1496951219512195,0.3405473900023394,0.5524090499266582
codegen_2b_temp_0_4,PropertyEval,0.15070121951219512,0.3294949194293088,0.5317806059472973
codegen_2b_temp_0_6,Base,0.18118902439024387,0.3883885310857744,0.6197518296209853
codegen_2b_temp_0_6,Base + Extra,0.15036585365853655,0.34334330524761714,0.5426430278227885
codegen_2b_temp_0_6,PropertyEval,0.15384146341463417,0.3341035349625099,0.5357434056540156
codegen_2b_temp_0_8,Base,0.1834451219512195,0.395870951051275,0.6639588664265273
codegen_2b_temp_0_8,Base + Extra,0.1509451219512195,0.3451960051289364,0.5594930815492645
codegen_2b_temp_0_8,PropertyEval,0.15359756097560975,0.33870213999510995,0.5612709681669796
codegen_6b_temp_0_0,Base,0.2926829268292683
codegen_6b_temp_0_0,Base + Extra,0.25
codegen_6b_temp_0_0,PropertyEval,0.24390243902439024
codegen_6b_temp_0_2,Base,0.2764024390243902,0.39758896561152185,0.4860250756979426
codegen_6b_temp_0_2,Base + Extra,0.23426829268292684,0.34831615475835037,0.4217652426923288
codegen_6b_temp_0_2,PropertyEval,0.22140243902439025,0.3290399869013478,0.41846806207858867
codegen_6b_temp_0_4,Base,0.2626829268292683,0.45192389132129673,0.6566919949589086
codegen_6b_temp_0_4,Base + Extra,0.22030487804878046,0.3966339054262196,0.5767249707903119
codegen_6b_temp_0_4,PropertyEval,0.21228658536585365,0.3865065780351637,0.5715664078286138
codegen_6b_temp_0_6,Base,0.23896341463414633,0.46821333877312676,0.7061758973869926
codegen_6b_temp_0_6,Base + Extra,0.20121951219512196,0.41512170609232374,0.634240619314695
codegen_6b_temp_0_6,PropertyEval,0.19597560975609757,0.40515442151547415,0.6309982963570373
codegen_6b_temp_0_8,Base,0.20030487804878044,0.4516295095407938,0.7318607050735717
codegen_6b_temp_0_8,Base + Extra,0.16664634146341462,0.39614478033587747,0.6570035168202824
codegen_6b_temp_0_8,PropertyEval,0.16353658536585367,0.3818780681647306,0.6385550800635764
